树欲息而风不停	shù/yù/xī/ér/fēng/bù/tíng
树欲静而风不停	shù/yù/jìng/ér/fēng/bù/tíng
树欲静而风不宁	shù/yù/jìng/ér/fēng/bù/níng
树欲静而风不止	shù/yù/jìng/ér/fēng/bù/zhǐ
树碑立传	shù/bēi/lì/zhuàn
树种	shù/zhǒng
树荫	shù/yīn
树行子	shù/hàng/zi
树高千丈，叶落归根	shù/gāo/qiān/zhàng/<py_unk>/yè/luò/guī/gēn
树高招风	shù/gāo/zhāo/fēng
栓塞	shuān/sè
栓皮栎	shuān/pí/lì
栖丘饮谷	qī/qiū/yǐn/gǔ
栖冲业简	qī/chōng/yè/jiǎn
栖居	qī/jū
栖息	qī/xī
栖栖	xī/xī
栖栖遑遑	qī/qī/huáng/huáng
栖止	qī/zhǐ
栖身	qī/shēn
栖霞	qī/xiá
栖风宿雨	qī/fēng/xiǔ/yǔ
栗子	lì/zi
栗暴	lì/bào
栗栗危惧	lì/lì/wēi/jù
校准	jiào/zhǔn
校刊	xiào/kān
校务	xiào/wù
校勘	jiào/kān
校医	xiào/yī
校友	xiào/yǒu
校园	xiào/yuán
校场	jiào/chǎng
校址	xiào/zhǐ
校官	xiào/guān
校对	jiào/duì
校对员	jiào/duì/yuán
校尉	xiào/wèi
校工	xiào/gōng
校庆	xiào/qìng
校徽	xiào/huī
校改	jiào/gǎi
校旗	xiào/qí
校服	xiào/fú
校本	xiào/běn
校样	jiào/yàng
校核	jiào/hé
校歌	xiào/gē
校正	jiào/zhèng
校注	jiào/zhù
校点	jiào/diǎn
校短推长	xiào/duǎn/tuī/cháng
校短量长	jiào/duǎn/liáng/cháng
校舍	xiào/shè
校花	xiào/huā
校规	xiào/guī
校订	jiào/dìng
校训	xiào/xùn
校长	xiào/zhǎng
校阅	jiào/yuè
校风	xiào/fēng
校验	jiào/yàn
栩栩如生	xǔ/xǔ/rú/shēng
栩栩欲活	xǔ/xǔ/yù/huó
株连蔓引	zhū/lián/màn/yǐn
样板戏	yàng/bǎn/xì
样片	yàng/piàn
核仁	hé/rén
核儿	hú/ér
核准	hé/zhǔn
核减	hé/jiǎn
核反应	hé/fǎn/yìng
核反应堆	hé/fǎn/yìng/duī
核子	hé/zǐ
核定	hé/dìng
核实	hé/shí
核对	hé/duì
核弹	hé/dàn
核弹头	hé/dàn/tóu
核心	hé/xīn
核战争	hé/zhàn/zhēng
核果	hé/guǒ
核查	hé/chá
核桃	hé/táo
核桃凹	hé/táo/wā
核武器	hé/wǔ/qì
核潜艇	hé/qián/tǐng
核燃料	hé/rán/liào
核爆炸	hé/bào/zhà
核电厂	hé/diàn/chǎng
核电站	hé/diàn/zhàn
核磁共振	hé/cí/gòng/zhèn
核算	hé/suàn
核糖核酸	hé/táng/hé/suān
核能	hé/néng
核膜	hé/mó
核蛋白	hé/dàn/bái
核装置	hé/zhuāng/zhì
核计	hé/jì
核讹诈	hé/é/zhà
核试验	hé/shì/yàn
核资	hé/zī
核酸	hé/suān
核销	hé/xiāo
核验	hé/yàn
核黄素	hé/huáng/sù
根号	gēn/hào
根壮叶茂	gēn/zhuàng/yè/mào
根孤伎薄	gēn/gū/jì/báo
根底	gēn/dǐ
根指数	gēn/zhǐ/shù
根据	gēn/jù
根据地	gēn/jù/dì
根据槃互	gēn/jù/pán/hù
根据盘互	gēn/jù/pán/hù
根株牵连	gēn/zhū/qiān/lián
根株结盘	gēn/zhū/jié/pán
根株附丽	gēn/zhū/fù/lì
根椽片瓦	gēn/chuán/piàn/wǎ
根深叶茂	gēn/shēn/yè/mào
根深本固	gēn/shēn/běn/gù
根深枝茂	gēn/shēn/zhī/mào
根深柢固	gēn/shēn/dǐ/gù
根深蒂固	gēn/shēn/dì/gù
根深蒂结	gēn/shēn/dì/jié
根牙盘错	gēn/yá/pán/cuò
根牙磐错	gēn/yá/pán/cuò
根牢蒂固	gēn/láo/dì/gù
根生土长	gēn/shēn/tǔ/zhǎng
根瘤菌	gēn/liú/jūn
根盘蒂结	gēn/pán/dì/jié
根系	gēn/xì
根结盘固	gēn/jié/pán/gù
根结盘据	gēn/jié/pán/jù
根蟠节错	gēn/pán/jié/cuò
根连株拔	gēn/lián/zhū/bá
根连株逮	gēn/lián/zhū/dǎi
格不相入	gé/bù/xiāng/rù
格于成例	gé/yú/chéng/lì
格古通今	gé/gǔ/tōng/jīn
格斗	gé/dòu
格杀不论	gé/shā/bù/lùn
格杀勿论	gé/shā/wù/lùn
格杀弗论	gé/shā/fú/lùn
格杀无论	gé/shā/wú/lùn
格林尼治时间	gé/lín/ní/zhì/shí/jiān
格格不入	gé/gé/bù/rù
格格不吐	gē/gē/bù/tǔ
格格不纳	gē/gē/bù/nà
格物穷理	gé/wù/qióng/lǐ
格物致知	gé/wù/zhì/zhī
格调	gé/diào
格高意远	gé/gāo/yì/yuǎn
栽倒	zāi/dǎo
栽种	zāi/zhòng
栽跟头	zāi/gēn/tou
桀傲不恭	jié/ào/bù/gōng
桀傲不驯	jié/ào/bù/xùn
桀敖不驯	jié/áo/bù/xùn
桀犬吠尧	jié/quǎn/fèi/yáo
桀贪骜诈	jié/tān/ào/zhà
桀骜不恭	jié/ào/bù/gōng
桀骜不逊	jié/ào/bù/xùn
桀骜不驯	jié/ào/bù/xùn
桀骜自恃	jié/ào/zì/shì
桀骜难驯	jié/ào/nán/xùn
桁架	héng/jià
桂冠	guì/guān
桂子兰孙	guì/zǐ/lán/sūn
桂子飘香	guì/zǐ/piāo/xiāng
桂折一枝	guì/shé/yī/zhī
桂折兰摧	guì/shé/lán/cuī
桂林一枝	guì/lín/yī/zhī
桂林杏苑	guì/lín/xìng/yuàn
桂枝	guì/zhī
桂枝片玉	guì/zhī/piàn/yù
桂殿兰宫	guì/diàn/lán/gōng
桂玉之地	guì/yù/zhī/dì
桂薪玉粒	guì/xīn/yù/lì
桂酒椒浆	guì/jiǔ/jiāo/jiāng
桂馥兰香	guì/fù/lán/xiāng
桃之夭夭	táo/zhī/yāo/yāo
桃僵李代	táo/jiāng/lǐ/dài
桃夭李艳	táo/yāo/lǐ/yàn
桃夭柳媚	táo/yāo/liǔ/mèi
桃弧棘矢	táo/hú/jí/shǐ
桃李不言，下自成行	táo/lǐ/bù/yán/<py_unk>/xià/zì/chéng/háng
桃李不言，下自成蹊	táo/lǐ/bù/yán/<py_unk>/xià/zì/chéng/xī
桃李之教	táo/lǐ/zhī/jiào
桃李之馈	táo/lǐ/zhī/kuì
桃李争妍	táo/lǐ/zhēng/yán
桃李成蹊	táo/lǐ/chéng/qī
桃李无言，下自成蹊	táo/lǐ/wú/yán/<py_unk>/xià/zì/chéng/xī
桃李春风	táo/lǐ/chūn/fēng
桃李满天下	táo/lǐ/mǎn/tiān/xià
桃李精神	táo/lǐ/jīng/shén
桃李遍天下	táo/lǐ/biàn/tiān/xià
桃李门墙	táo/lǐ/mén/qiáng
桃来李答	táo/lái/lǐ/dá
桃核	táo/hé
桃红	táo/hóng
桃红柳绿	táo/hóng/liǔ/lǜ
桃羞杏让	táo/xiū/xìng/ràng
桃腮柳眼	táo/sāi/liǔ/yǎn
桃腮粉脸	táo/sāi/fěn/liǎn
桃花人面	táo/huā/rén/miàn
桃花扇	táo/huā/shàn
桃花流水	táo/huā/liú/shuǐ
桃花潭水	táo/huā/tán/shuǐ
桃蹊柳曲	táo/qī/liǔ/qǔ
桃蹊柳陌	táo/qī/liǔ/mò
桄榔	guāng/láng
桅杆	wéi/gān
案兵束甲	àn/bīng/shù/jiǎ
案剑瞋目	àn/jiàn/chēn/mù
案卷	àn/juàn
案子	àn/zi
案无留牍	àn/wú/liú/dú
案牍之劳	àn/dú/zhī/láo
案牍劳形	àn/dú/láo/xíng
案甲休兵	àn/jiǎ/xiū/bīng
桌子	zhuō/zi
桌椅板凳	zhuō/yǐ/bǎn/dèng
桌面上	zhuō/miàn/shàng
桌面儿上	zhuō/miàn/ér/shàng
桑中之喜	sāng/zhōng/zhī/xǐ
桑中之约	sāng/zhōng/zhī/yuē
桑叶	sāng/yè
桑土之谋	sāng/tǔ/zhī/móu
桑土之防	sāng/tǔ/zhī/fáng
桑土绸缪	sāng/tǔ/chóu/miù
桑弧蒿矢	sāng/hú/hāo/shǐ
桑弧蓬矢	sāng/hú/péng/shǐ
桑户桊枢	sāng/hù/juàn/shū
桑户棬枢	sāng/hù/juàn/shū
桑户蓬枢	sāng/hù/péng/shū
桑枢瓮牖	sāng/shū/wěng/yǒu
桑枢畒牖	sāng/shū/wèng/yǒu
桑枢韦带	sāng/shū/wéi/dài
桑椹	sāng/shèn
桑榆之景	sāng/yú/zhī/jǐng
桑榆暮景	sāng/yú/mù/jǐng
桑榆末景	sāng/yú/mò/jǐng
桑田沧海	sāng/tián/cāng/hǎi
桑田碧海	sāng/tián/bì/hǎi
桑给巴尔	sāng/gěi/bā/ěr
桑荫不徙	sāng/yīn/bù/xǐ
桑荫未移	sāng/yīn/wèi/yí
桑落瓦解	sāng/luò/wǎ/jiě
桑葚	sāng/shèn
桑葚儿	sāng/rèn/er
桑间之咏	sāng/jiān/zhī/yǒng
桑间之约	sāng/jiān/zhī/yuē
桑间之音	sāng/jiān/zhī/yīn
桑间濮上	sāng/jiān/pú/shàng
桔梗	jié/gěng
桔槔	jié/gāo
桠杈	yā/chà
桠枝	yā/zhī
桡动脉	ráo/dòng/mài
桡骨	ráo/gǔ
桥台	qiáo/tái
桥头	qiáo/tóu
桥头堡	qiáo/tóu/bǎo
桥归桥，路归路	qiáo/guī/qiáo/<py_unk>/lù/guī/lù
桥是桥，路是路	qiáo/shì/qiáo/<py_unk>/lù/shì/lù
桨叶	jiǎng/yè
桨声灯影里的秦淮河	jiǎng/shēng/dēng/yǐng/lǐ/de/qín/huái/hé
桴鼓相应	fú/gǔ/xiāng/yìng
梁上君子	liáng/shàng/jūn/zǐ
梁孟相敬	liáng/mèng/xiāng/jìn
梅妻鹤子	méi/qī/hè/zǐ
梅雨	méi/yǔ
梆子	bāng/zi
梆子腔	bāng/zi/qiāng
梗塞	gěng/sè
梗泛萍漂	gěng/fàn/píng/piāo
梗泛萍飘	gěng/fàn/píng/piāo
梗着脖子	gěng/zhe/bó/zi
梗迹萍踪	gěng/jì/píng/zōng
梗迹蓬飘	gěng/jì/péng/piāo
梗顽不化	gěng/wán/bù/huà
梦中说梦	mèng/zhōng/shuō/mèng
梦寐以求	mèng/mèi/yǐ/qiú
梦幻泡影	mèng/huàn/pào/yǐng
梦想颠倒	mèng/xiǎng/diān/dǎo
梦撒寮丁	mèng/sā/liáo/dīng
梦撒撩丁	mèng/sā/liáo/dīng
梦断魂劳	mèng/duàn/hún/láo
梦熊之喜	mèng/xióng/zhī/xǐ
梦笔生花	mèng/bǐ/shēng/huā
梦见周公	mèng/jiàn/zhōu/gōng
梦里南轲	mèng/lǐ/nán/kē
梦魂颠倒	mèng/hún/diān/dǎo
梧凤之鸣	wú/fèng/zhī/míng
梧桐一叶落	wú/tóng/yī/yè/luò
梧桐断角	wú/tóng/duàn/jiǎo
梧鼠之技	wú/shǔ/zhī/jì
梧鼠五技	wú/shǔ/wǔ/jì
梧鼠技穷	wú/shǔ/jì/qióng
梨园子弟	lí/yuán/zǐ/dì
梨园弟子	lí/yuán/dì/zǐ
梨眉艾发	lí/méi/ài/fā
梨花带雨	lí/huā/dài/yǔ
梭天摸地	suō/tiān/mō/dì
梯子	tī/zi
梯山架壑	tī/shān/jià/hè
梯山栈谷	tī/shān/zhàn/gǔ
梯山航海	tī/shān/háng/hǎi
梯愚入圣	tī/yú/rù/shèng
梳云掠月	shū/yún/lüě/yuè
梳妆打扮	shū/zhuāng/dǎ/bàn
梳子	shū/zi
梳文栉字	shū/wén/zhì/zì
梵册贝叶	fàn/cè/bèi/yè
梵刹	fàn/chà
梵呗	fàn/bài
梵哑铃	fàn/yǎ/líng
梼杌	táo/wù
棉大衣	mián/dà/yī
棉红蜘蛛	mián/hóng/zhī/zhū
棉织品	mián/zhī/pǐn
棉被	mián/bèi
棋布星罗	qí/bù/xīng/luó
棋布星陈	qí/bù/xīng/chén
棋布错峙	qí/bù/cuò/zhì
棋输先着	qí/shū/xiān/zhāo
棋输先著	qí/shū/xiān/zhuó
棋逢对手	qí/féng/duì/shǒu
棋逢敌手	qí/féng/dí/shǒu
棋高一着	qí/gāo/yī/zhāo
棋高一着，缚手缚脚	qí/gāo/yī/zhāo/<py_unk>/fù/shǒu/fù/jiǎo
棍儿茶	gùn/ér/chá
棍子	gùn/zi
棍棒	gùn/bàng
棒喝	bàng/hè
棒头	bàng/tóu
棒子面	bàng/zi/miàn
棒打鸳鸯	bàng/dǎ/yuān/yāng
棘刺	jí/cì
棘地荆天	jí/dì/jīng/tiān
棚圈	péng/juàn
棚车	péng/chē
棠棣	táng/dì
棣棠	dì/táng
森严壁垒	sēn/yán/bì/lěi
森罗万象	sēn/luó/wàn/xiàng
棱柱	léng/zhù
棱线	léng/xiàn
棱角	léng/jiǎo
棱锥	léng/zhuī
棱镜	léng/jìng
椅子	yǐ/zi
植党自私	zhí/dǎng/zì/sī
植党营私	zhí/dǎng/yíng/sī
植发冲冠	zhí/fà/chōng/guàn
植发穿冠	zhí/fà/chuān/guàn
植善倾恶	zhí/shàn/qīng/è
椎埋屠狗	chuí/mái/tú/gǒu
椎埋狗窃	chuí/mái/gǒu/qiè
椎埋穿掘	chuí/mái/chuān/jué
椎天抢地	chuí/tiān/qiǎng/dì
椎心呕血	chuí/xīn/ǒu/xuè
椎心泣血	chuí/xīn/qì/xuè
椎心顿足	chuí/xīn/dùn/zú
椎心饮泣	chuí/xīn/yǐn/qì
椎牛发冢	chuí/niú/fā/zhǒng
椎牛歃血	chuí/niú/shà/xuè
椎牛飨士	chuí/niú/xiǎng/shì
椎肤剥体	chuí/fū/bō/tǐ
椎肤剥髓	chuí/fū/bō/suǐ
椎胸跌足	chuí/xiōng/diē/zú
椎胸顿足	chuí/xiōng/dùn/zú
椎膺顿足	chuí/yīng/dùn/zú
椎锋陷阵	chuí/fēng/xiàn/zhèn
椎锋陷陈	chuī/fēng/xiàn/chén
椎髻布衣	zhuī/jì/bù/yī
椒焚桂折	jiāo/fén/guì/zhé
椰子	yē/zi
椰子树	yē/zi/shù
椿庭萱室	chūn/tíng/xuān/shì
椿萱并茂	chūn/xuān/bìng/mào
楔子	xiē/zi
楚云湘雨	chǔ/yún/xiāng/yǔ
楚囊之情	chǔ/náng/zhī/qíng
楚囚对泣	chǔ/qiú/duì/qì
楚囚相对	chǔ/qiú/xiāng/duì
楚天云雨	chǔ/tiān/yún/yǔ
楚尾吴头	chǔ/wěi/wú/tóu
楚弓复得	chǔ/gōng/fù/dé
楚弓楚得	chǔ/gōng/chǔ/dé
楚弓遗影	chǔ/gōng/yí/yǐng
楚得楚弓	chǔ/dé/chǔ/gōng
楚才晋用	chǔ/cái/jìn/yòng
楚材晋用	chǔ/cái/jìn/yòng
楚梦云雨	chǔ/mèng/yún/yǔ
楚棺秦楼	chǔ/guān/qín/lóu
楚楚不凡	chǔ/chǔ/bù/fán
楚楚作态	chǔ/chǔ/zuò/tài
楚楚动人	chǔ/chǔ/dòng/rén
楚楚可人	chǔ/chǔ/kě/rén
楚楚可怜	chǔ/chǔ/kě/lián
楚楚可爱	chǔ/chǔ/kě/ài
楚楚有致	chǔ/chǔ/yǒu/zhì
楚楚谡谡	chǔ/chǔ/sù/sù
楚歌之计	chǔ/gē/zhī/jì
楚歌四合	chǔ/gē/sì/hé
楚歌四起	chǔ/gē/sì/qǐ
楚歌四面	chǔ/gē/sì/miàn
楚水吴山	chǔ/shuǐ/wú/shān
楚王	chǔ/wáng
楚璧隋珍	chǔ/bì/suí/zhēn
楚界汉河	chǔ/jiè/hàn/hé
楚管蛮弦	chǔ/guǎn/mán/xián
楚腰卫鬓	chǔ/yāo/wèi/bìn
楚腰纤细	chǔ/yāo/xiān/xì
楚腰蛴领	chǔ/yāo/qí/lǐng
楚舞吴歌	chǔ/wǔ/wú/gē
楚越之急	chǔ/yuè/zhī/jí
楚雨巫云	chǔ/yǔ/wū/yún
楚馆秦楼	chǔ/guǎn/qín/lóu
楛耘伤岁	kǔ/yún/shāng/suì
楞伽	léng/jiā
楞场	léng/chǎng
楞头呆脑	léng/tóu/dāi/nǎo
楞头楞脑	léng/tóu/léng/nǎo
楞头磕脑	léng/tóu/kē/nǎo
楞手楞脚	lèng/shǒu/lèng/jiǎo
楞眉横眼	lèng/méi/héng/yǎn
楦头	xuàn/tóu
楷书	kǎi/shū
楷体	kǎi/tǐ
楷模	kǎi/mó
楼上	lóu/shàng
楼台	lóu/tái
楼台亭阁	lóu/tái/tíng/gé
楼梯间	lóu/tī/jiān
楼船箫鼓	lou/chuan/xiao/gu
楼观	lóu/guàn
楼阁亭台	lóu/gé/tíng/tái
楼阁台榭	lóu/gé/tái/xiè
概念化	gài/niàn/huà
概括	gài/kuò
概数	gài/shù
概日凌云	gài/rì/líng/yún
概率	gài/lǜ
概率论	gài/lǜ/lùn
概莫能外	gài/mò/néng/wài
概要	gài/yào
概观	gài/guān
概论	gài/lùn
榆中	yú/zhōng
榆叶梅	yú/yè/méi
榆木圪垯	yú/mù/gē/dá
榆木疙瘩	yú/mù/gē/da
榆木脑壳	yú/mù/nǎo/ké
榆木脑袋	yú/mù/nǎo/dài
榆枋之见	yú/fāng/zhī/jiàn
榆次之辱	yú/cì/zhī/rǔ
榆瞑豆重	yú/míng/dòu/zhòng
榔头	láng/tou
榜上无名	bǎng/shàng/wú/míng
榜书	bǎng/shū
榜文	bǎng/wén
榜样	bǎng/yàng
榜眼	bǎng/yǎn
榜额	bǎng/é
榜首	bǎng/shǒu
榨油厂	zhà/yóu/chǎng
榫头	sǔn/tóu
榫子	sǔn/zi
榱崩栋折	cuī/bēng/dòng/shé
榱栋崩折	cuī/dòng/bēng/shé
榴弹	liú/dàn
榴弹炮	liú/dàn/pào
榴霰弹	liú/xiàn/dàn
榷酒征茶	què/jiǔ/zhēng/chá
榾柮	gǔ/duò
槁形灰心	gǎo/xíng/huī/xīn
槁木死灰	gǎo/mù/sǐ/huī
槁苏暍醒	gǎo/sū/yē/xǐng
槁项没齿	gǎo/xiàng/méi/chǐ
槁项黄馘	gǎo/xiàng/huáng/xù
槁项黧馘	gǎo/xiàng/lí/guó
槃木朽株	pán/mù/xiǔ/zhū
槃根错节	pán/gēn/cuò/jié
槊血满袖	shuò/xuè/mǎn/xiù
槌仁提义	chuí/rén/tí/yì
槌牛酾酒	chuí/niú/shāi/jiǔ
槌胸蹋地	chuí/xiōng/tà/dì
槐南一梦	huái/nán/yī/mēng
槛花笼鹤	jiàn/huā/lóng/hè
槟子	bīn/zǐ
槟榔	bīng/láng
槽坊	cáo/fāng
槽头	cáo/tóu
槽车	cáo/chē
槽钢	cáo/gāng
樊笼	fán/lóng
樗栎庸材	chū/lì/yōng/cái
模仿	mó/fǎng
模具	mú/jù
模印	mó/yìn
模型	mó/xíng
模子	mú/zǐ
模山范水	mó/shān/fàn/shuǐ
模式	mó/shì
模式识别	mó/shì/shí/bié
模拟	mó/nǐ
模本	mó/běn
模板	mú/bǎn
模样	mú/yàng
模棱	mó/léng
模棱两可	mó/léng/liǎng/kě
模棱两端	mó/léng/liǎng/duān
模模糊糊	mó/mó/hu/hū
模特儿	mó/tè/ér
模糊	mó/hu
模范	mó/fàn
横七竖八	héng/qī/shù/bā
横三竖四	héng/sān/shù/sì
横三顺四	héng/sān/shùn/sì
横事	hèng/shì
横亘	héng/gèn
横从穿贯	héng/cóng/chuān/guàn
横倒竖卧	héng/dǎo/shù/wò
横僿不文	héng/sài/bù/wén
横冲直撞	héng/chōng/zhí/zhuàng
横冲直闯	héng/chōng/zhí/chuǎng
横刀揭斧	héng/dāo/jiē/fǔ
横刀跃马	héng/dāo/yuè/mǎ
横切面	héng/qiē/miàn
横列	héng/liè
横加	héng/jiā
横加梗阻	hèng/jiā/gěng/zǔ
横匾	héng/biǎn
横向	héng/xiàng
横坐标	héng/zuò/biāo
横尸	héng/shī
横峰侧岭	héng/fēng/cè/lǐng
横幅	héng/fú
横征暴敛	héng/zhēng/bào/liǎn
横征暴赋	hèng/zhēng/bào/fù
横征苛役	hèng/zhēng/kē/yì
横征苛敛	hèng/zhēng/kē/liǎn
横心	héng/xīn
横恣	hèng/zì
横恩滥赏	hèng/ēn/làn/shǎng
横戈盘马	héng/gē/pán/mǎ
横戈跃马	héng/gē/yuè/mǎ
横扫	héng/sǎo
横扫千军	héng/sǎo/qiān/jūn
横批	héng/pī
横抢武夺	hèng/qiǎng/wǔ/duó
横抢硬夺	hèng/qiǎng/yìng/duó
横披	héng/pī
横拖倒扯	héng/tuō/dào/chě
横拖倒拽	héng/tuō/dào/zhuāi
横拖竖拉	héng/tuō/shù/lā
横拦竖挡	héng/lán/shù/dǎng
横挑鼻子竖挑眼	héng/tiāo/bí/zi/shù/tiāo/yǎn
横排	héng/pái
横断	héng/duàn
横断面	héng/duàn/miàn
横无忌惮	hèng/wú/jì/dàn
横是	héng/shì
横暴	hèng/bào
横木	héng/mù
横枪跃马	héng/qiāng/yuè/mǎ
横标	héng/biāo
横梁	héng/liáng
横槊赋诗	héng/shuò/fù/shī
横死	hèng/sǐ
横殃飞祸	hèng/yāng/fēi/huò
横渡	héng/dù
横溢	héng/yì
横灾飞祸	hèng/zāi/fēi/huò
横生	héng/shēng
横生枝节	héng/shēng/zhī/jié
横直	héng/zhí
横眉	héng/méi
横眉冷对千夫指	héng/méi/lěng/duì/qiān/fū/zhǐ
横眉冷目	héng/méi/lěng/mù
横眉冷眼	héng/méi/lěng/yǎn
横眉努目	héng/méi/nǔ/mù
横眉吐气	héng/méi/tǔ/qì
横眉怒目	héng/méi/nù/mù
横眉怒视	héng/méi/nù/shì
横眉瞪目	héng/méi/dèng/mù
横眉瞪眼	héng/méi/dèng/yǎn
横眉立目	héng/méi/lì/mù
横眉立眼	héng/méi/lì/yǎn
横眉竖目	héng/méi/shù/mù
横眉竖眼	héng/méi/shù/yǎn
横祸	hèng/huò
横祸非灾	hèng/huò/fēi/zāi
横祸飞灾	hèng/huò/fēi/zāi
横科暴敛	hèng/kē/bào/liǎn
横空	héng/kōng
横穿	héng/chuān
横竖	héng/shù
横笛	héng/dí
横纹肌	héng/wén/jī
横翔捷出	héng/xiáng/jié/chū
横肉	héng/ròu
横草之功	héng/cǎo/zhī/gōng
横蛮	hèng/mán
横蛮不讲理	hèng/mán/bù/jiǎng/lǐ
横蛮无理	hèng/mán/wú/lǐ
横行	héng/xíng
横行不法	héng/xíng/bù/fǎ
横行天下	héng/xíng/tiān/xià
横行无忌	héng/xíng/wú/jì
横行直撞	héng/xíng/zhí/zhuàng
横行直走	héng/xíng/zhí/zǒu
横行逆施	héng/xíng/nì/shī
横行霸道	héng/xíng/bà/dào
横街	héng/jiē
横见侧出	héng/jiàn/cè/chū
横议	hèng/yì
横话	hèng/huà
横说竖说	héng/shuō/shù/shuō
横财	hèng/cái
横贯	héng/guàn
横赋暴敛	héng/fù/bào/liǎn
横越	héng/yuè
横跨	héng/kuà
横躺竖卧	héng/tǎng/shù/wò
横过	héng/guò
横逆	hèng/nì
横遭	héng/zāo
横遮竖挡	héng/zhē/shù/dǎng
横金拖玉	héng/jīn/tuō/yù
横针竖线	héng/zhēn/shù/xiàn
横队	héng/duì
横隔	héng/gé
横额	héng/é
横驱别骛	héng/qū/bié/wù
樵夫	qiáo/fū
樵村渔浦	qiáo/cūn/yú/pǔ
樵苏不爨	qiáo/sū/bù/cuàn
樵苏失爨	qiáo/sū/shī/cuàn
樽俎折冲	zūn/zǔ/zhé/chōng
樽前月下	zūn/qián/yuè/xià
樽酒论文	zūn/jiǔ/lùn/wén
橄榄枝	gǎn/lǎn/zhī
橄榄石	gǎn/lǎn/shí
橄榄绿	gǎn/lǎn/lǜ
橐甲束兵	tuó/jiǎ/shù/bīng
橐驼之技	tuó/tuó/zhī/jì
橘化为枳	jú/huà/wéi/zhǐ
橘子	jú/zi
橘子汁	jú/zi/zhī
橘红	jú/hóng
橘络	jú/luò
橙红	chéng/hóng
橙黄桔绿	chéng/huáng/jú/lǜ
橙黄橘绿	chéng/huáng/jú/lǜ
橛守成规	jué/shǒu/chéng/guī
橡皮图章	xiàng/pí/tú/zhàng
橡皮圈	xiàng/pí/quān
橡皮泥	xiàng/pí/ní
橡皮膏	xiàng/pí/gāo
橡皮钉子	xiàng/pí/dìng/zǐ
橡饭菁羹	xiàng/fàn/jīng/gēng
橱柜	chú/guì
檀郎	tán/láng
檀郎谢女	tán/láng/xiè/nǚ
檀香扇	tán/xiāng/shàn
檐头	yán/tóu
檐溜	yán/liù
檩条	lǐn/tiáo
櫜弓卧鼓	gāo/gōng/wò/gǔ
櫜弓戢戈	gāo/gōng/jí/gē
櫜弓戢矢	gāo/gōng/jí/shǐ
櫜甲束兵	gāo/jiǎ/shù/bīng
欠条	qiàn/tiáo
次大陆	cì/dà/lù
次数	cì/shù
次要	cì/yào
次长	cì/zhǎng
欢乐	huān/lè
欢呼雀跃	huān/hū/qué/yué
欢呼鼓舞	huān/hū/gǔ/wǔ
欢喜冤家	huān/xǐ/yuān/jiā
欢喜若狂	huān/xǐ/ruò/kuáng
欢场	huān/chǎng
欢声笑语	huān/shēng/xiào/yǔ
欢声雷动	huān/shēng/léi/dòng
欢天喜地	huān/tiān/xǐ/dì
欢好	huān/hǎo
欢度	huān/dù
欢忭鼓舞	huān/biàn/gǔ/wǔ
欢忻鼓舞	huān/xīn/gǔ/wǔ
欢愉	huān/yú
欢欣若狂	huān/xīn/ruò/kuáng
欢欣鼓舞	huān/xīn/gǔ/wǔ
欢聚一堂	huān/jù/yī/táng
欢若平生	huān/ruò/píng/shēng
欢蹦乱跳	huān/bèng/luàn/tiào
欢迸乱跳	huān/bèng/luàn/tiào
欣喜若狂	xīn/xǐ/ruò/kuáng
欣欣向荣	xīn/xīn/xiàng/róng
欣欣自得	xīn/xīn/zì/dé
欣然自得	xīn/rán/zì/dé
欧亚大陆	ōu/yà/dà/lù
欧体	ōu/tǐ
欧化	ōu/huà
欧罗巴人种	ōu/luó/bā/rén/zhǒng
欧风	ōu/fēng
欧风美雨	ōu/fēng/měi/yǔ
欲人勿知，莫若勿为	yù/rén/wù/zhī/<py_unk>/mò/ruò/wù/wéi
欲加之罪	yù/jiā/zhī/zuì
欲加之罪，何患无辞	yù/jiā/zhī/zuì/<py_unk>/hé/huàn/wú/cí
欲取姑予	yù/qǔ/gū/yǔ
欲取故予	yù/qǔ/gù/yǔ
欲壑难填	yù/hè/nán/tián
欲得而甘心	yù/dé/ér/gān/xīn
欲扬先抑	yù/yáng/xiān/yì
欲擒故纵	yù/qín/gù/zòng
欲益反弊	yù/yì/fǎn/bì
欲益反损	yù/yì/fǎn/sǔn
欲盖弥彰	yù/gài/mí/zhāng
欲盖而彰	yù/gài/ér/zhāng
欲罢不能	yù/bà/bù/néng
欲言又止	yù/yán/yòu/zhǐ
欲谁归罪	yu/shui/gui/zhui
欲速不达	yù/sù/bù/dá
欲速则不达	yù/sù/zé/bù/dá
欲速反迟	yù/sù/fǎn/chí
欹嵚历落	qī/qīn/lì/luò
欺三瞒四	qī/sān/mán/sì
欺上瞒下	qī/shàng/mán/xià
欺上罔下	qī/shàng/wǎng/xià
欺上蒙下	qī/shàng/mēng/xià
欺世盗名	qī/shì/dào/míng
欺人之谈	qī/rén/zhī/tán
欺人太甚	qī/rén/tài/shèn
欺人自欺	qī/rén/zì/qī
欺公罔法	qī/gōng/wǎng/fǎ
欺压	qī/yā
欺君罔上	qī/jūn/wǎng/shàng
欺君误国	qī/jūn/wù/guó
欺哄	qī/hǒng
欺善怕恶	qī/shàn/pà/è
欺大压小	qī/dà/yā/xiǎo
